,N,Commands,G,M,X,Y,Z,I,J,F,delta_xy,delta_X,delta_Y,delta_Z,delta_S,F_val,D_W,Werkzeug,Bearbeitung,S,D,T=,TurnOp,Toolchange,TURN,GCode,ENERGY|x,ENERGY|y,ENERGY|z,ENERGY|S,ENERGY|T
1870,N542,M27 M28,   ,M27 M28 ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,,0.0,0.0,0.0,0.0,0.0
1871,N562,MSG,   ,  ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,IF NOT M_ENABLE_TOOLCHANGE AND NOT _SIM AND NOT $P_ISTEST AND NOT TESTRACK AND NOT $P_SEARCH GOTOF FEHLER,0.0,0.0,0.0,0.0,0.0
1872,N572,MSG,   ,  ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,  IF ($AA_IM[_AX4]<$MN_USER_DATA_INT[83]-0.5) AND ($MA_POS_LIMIT_MINUS[AX4]>-360) GOTOF FEHLER3,0.0,0.0,0.0,0.0,0.0
1873,N574,MSG,   ,  ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,  IF ($AA_IM[_AX4]>$MN_USER_DATA_INT[84]+0.5) AND ($MA_POS_LIMIT_PLUS[AX4]<360) GOTOF FEHLER3,0.0,0.0,0.0,0.0,0.0
1874,N626,MSG,   ,  ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1875,N638,MSG,   ,  ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1876,N640,MSG,   ,  ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,_H_EIN=($AC_MARKER[3]==9999),0.0,0.0,0.0,0.0,0.0
1877,N796,MSG,   ,  ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,  STEP=1,0.0,0.0,0.0,0.0,0.0
1878,N838,MSG,   ,  ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,  FAST=1,0.0,0.0,0.0,0.0,0.0
1879,N841,MSG,   ,  ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1880,N864,MSG,   ,  ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,    IF SPINDLE_GEAR AND NOT SPINDLE_REF,0.0,0.0,0.0,0.0,0.0
1881,N912,G90, G90  ,  ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,D0,,0,0,,SPOS=0 POS[X]=_X FA[X]=RED_RAPID_SPEED POS[Y]=_Y FA[Y]=RED_RAPID_SPEED POS[Z]=_Z FA[Z,0.0,0.0,0.0,0.0,0.0
1882,N912,G90, G90  ,  ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,D0,,0,0,,SPOS=0 POS[X]=_X FA[X]=RED_RAPID_SPEED POS[Y]=_Y FA[Y]=RED_RAPID_SPEED POS[Z]=_Z FA[Z,1050.182432852,250.339225042,-15.133636577999999,1.168209976,0.0
1883,N1000,MSG,   ,  ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1884,N1020,MSG,   ,  ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,  IF FUSE_PERIPHERAL,0.0,0.0,0.0,0.0,0.0
1885,N1026,MSG,   ,  ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,  IF ($MN_USER_DATA_HEX[92] B_AND 1) AND PICKUP AND NOT T_AKT AND CLAMPED AND WEISS_CLAMPED AND NOT CLAM,0.0,0.0,0.0,0.0,0.0
1886,N1040,MSG,   ,  ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,IF FAST GOTOF _FAST,0.0,0.0,0.0,0.0,0.0
1887,N4020,MSG,   ,  ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,   SETPIECE(0),0.0,0.0,0.0,0.0,0.0
1888,N4023,MSG,   ,  ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,IF _PREPARE_ACTIVE GOTOB MM99,0.0,0.0,0.0,0.0,0.0
1889,N4024,MSG,   ,  ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1890,N4026,MSG,   ,  ,0.0,28.538,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STEP=2,0.0,0.0,0.0,0.0,0.0
1891,N4034,G0 M106, G0  ,M106  ,0.0,0.0,610.0,0.0,0.0,,28.538,0.0,28.538,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,,0.0,0.0,0.0,0.0,0.0
1892,N4040,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,  SETPIECE(1),0.0,0.0,0.0,0.0,0.0
1893,N4116,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1894,N4120,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,  IF AUTOMODE,0.0,0.0,0.0,0.0,0.0
1895,N4148,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,D1,,0,0,,,0.0,0.0,0.0,0.0,0.0
1896,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1897,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1898,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
1899,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1900,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1901,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
1902,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1903,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1904,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
1905,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1906,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1907,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
1908,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1909,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1910,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
1911,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1912,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1913,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
1914,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1915,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1916,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
1917,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1918,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1919,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
1920,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1921,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1922,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
1923,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1924,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1925,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
1926,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1927,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1928,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
1929,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1930,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.0
1931,N4156,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,IF NOT ACTIVE_M84 AND NOT _TEST GOTOB MMM9,0.0,0.0,0.0,0.0,0.0
1932,N4158,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,RET,0.0,0.0,0.0,0.0,0.0
1933,N1428,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,"T=""002387_A""",0,1,,,0.0,0.0,0.0,0.0,0.0
1934,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
1935,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
1936,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
1937,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
1938,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
1939,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
1940,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
1941,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
1942,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
1943,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0
1944,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.0016030100000000002
1945,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,STOPRE,0.0,0.0,0.0,0.0,0.104195644
1946,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.070131686
1947,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.09217307400000001
1948,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.095379096
1949,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.09297458
1950,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.111409196
1951,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.15388896
1952,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.212398824
1953,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.26289364
1954,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.269305678
1955,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.27411471
1956,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.31258694800000003
1957,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.37710810200000006
1958,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,0.426400656
1959,N800410,G0 G40 G60, G0 G40 G60,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,G90 Z=$TC_CARR40[_TC1]-_TOOLL[2]*_FAK1,0.0,0.0,0.0,0.0,1.765314756
1960,N800410,G0 G40 G60, G0 G40 G60,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,G90 Z=$TC_CARR40[_TC1]-_TOOLL[2]*_FAK1,0.0,0.0,44.62619580000001,0.0,52.456097546
1961,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_BEGIN(""<<_LEVEL<<"",""<<_NAME<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,2.055860318
1962,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,"WRTPR(""GROUP_END(""<<_LEVEL<<"",""<<_SP<<"")"",1)",0.0,0.0,0.0,0.0,2.1796928400000004
1963,,MSG,   ,  ,0.0,0.0,610.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,3.0,T_A_SK40_SF_DM3_SL_A,STANDARD,0,,,0,0,,RET,0.0,0.0,0.0,0.0,2.226981634
